id,views,appliesTo,url,language,question_title,question_author,question_createdAt,question_text,question_upvotes,answer_markedAsAnswer,answer_createdAt,answer_text,answer_upvotes
f4f8e9c3d3d145c9842e291e5f1c2cba,17,"edge,Favoriten, Verlauf und Downloads,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/%c3%b6ffnen-der-favoritenliste/ea75a751-2aa1-4cbc-a2f7-3ea1c5917f1e,de-de,Öffnen der Favoritenliste,IngoSchäfer1,"16 November, 2019","Rechts oben war ein Symbol, um die Favoritenliste zu öffnen. Ich habe es irgendwie ""beseitigt"" und kann daher die Liste nur noch durch Drücken von ""Strg+I"" öffnen. Wie kann ich das Öffnungssymbol wiederherstellen.Gruß Ingo",1,false,"16 November, 2019","Hallo Ingo, hier ist Roman, ich bin unabhängiger Berater. Wenn du ganz rechts die ""..."" anklickst kannst du unter ""in Symbolleisten anzeigen"" ""Favoriten"" auswählen, dann sind sie wieder da...sg Roman",0
a3ad693b8f2b4cf4a1814091e786da64,86,"edge,Öffnen des Browsers,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/beim-starten-des-pc-wird-edge-automatisch/33c7f5b9-0034-4992-bfa3-36698cfb2877,de-de,Beim Starten des PC wird Edge Automatisch gestartet,JochenBlockOM,"16 November, 2019",Das möchte ich bitte nicht. Wie schalte ich die Funktion dauerhaft ab?MfG Jochen,0,true,"16 November, 2019","Hallo Kannst du beschreiben was passiert? Du startest deinen Pc und Edge geht auf. Welche Seite wird angezeigt? Wenn es mit der Einrichtung zu tun hat, so drück im Tab selbst mal auf das Kreuzchen, damit nur der Tab sich schliesst.Das wird aber kaum das Problem sein. Gib mal im Startmenü ""Aufgabenplanung"" ein und drück Enter. Dort angelangt, guckst du mal, ob du eine Aufgabe von Edge findest.Wenn du auch da nicht fündig wirst, kannst du mal mit dem nützlichen kleinen Tool gucken, ob du Edge im Autostart findest. Es zeigt dir komplett alles im Autostart an. (Was der Task Manager übrigens nicht tut.)https://docs.microsoft.com/de-de/sysinternals/d...Hoffe es hilft dir weiter.",1
187f8834d49a4d67b207175900cfe8fc,34,"edge,Favoriten, Verlauf und Downloads,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/download-einstellung/3b86dc02-1b64-4591-9eb0-c16a3a353342,de-de,Download-Einstellung?,Hans-Willi,"14 November, 2019","Hallo, habe Edge so eingestellt, dass heruntergeladene Dateien immer auf dem Desktop gespeichert werden. Das geschieht auch korrekt im Pfad C:/Benutzer/Name/Desktop; seit einiger Zeit wird jedoch auf der grafischen Oberfläche des Desktop keine Verknüpfung der heruntergeladenen Datei mehr abgelegt.Kann ich das mit welcher Einstellung wieder herbeiführen?Dank für Hilfe und Rückmeldung.",0,false,"14 November, 2019","Dann wird die Datei dort nicht abgelegt. Wie findest du sie?seit einiger Zeit wird jedoch auf der grafischen Oberfläche des Desktop keine Verknüpfung der heruntergeladenen Datei mehr abgelegt.Das ist eine falsche Sicht auf das Geschehen. Auf dem Desktop wird das angezeigt, was sich in bewusstem Ordner befindet und nicht versteckt ist. Punkt. Eine zusätzliche Verknüpfung für darin abgelegte Dateien gibt es nicht.",0
8038450bef4c42de9087205828bf8630,20,"edge,Audio- und Videowiedergabe,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/youtube-thumbnails/cecf4ee7-bfc2-406b-88ac-1f60a12e55ac,de-de,Youtube (Thumbnails),WasserBueffel39,"15 November, 2019","Hallo,Mein Problem ist, wenn ich Youtube starte sehe ich keine Thumbnails. Ich weiß nicht wie ich das Problem beheben soll und hoffe ihr könnt mir weiter helfen. Zur Information auf Google, Amazon prime etc. kann ich die Bilder sehen.LG Lucas Danke",0,false,"15 November, 2019","Hallo WasserBueffel39, ich bin ein unabhängiger Windows Experte mit jahrelanger Nutzer- und Supporterfahrung. Ich möchte ihnen gerne bei der Lösung ihres Problemes helfen.Um welchen Browser handelt es sich denn? Alle Updates installiert? Drittanbieter Antivirensoftware abgeschaltet? Wenn ihnen damit geholfen werden konnte bitte markieren sie das Thema als gelöst.Gerne freue ich mich auch über Feedback. Wenn die Lösung nicht funktioniert oder sie weitere Hilfestellung mit der Umsetzung brauchen bitte antworten sie hier.mit freundlichen Grüßen F. Grobusch",0
3c3a86ac51d645c0aebfce9cb30f2bdf,13,"edge,Erweiterungen,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/ich-m%c3%b6chte-eine-au%c3%9fenkamera-installieren/d356b6b2-f5de-44b0-b9a1-df42280ccee6,de-de,ich möchte eine Außenkamera installieren (Wansview),Ralf-PeterFreund,"14 November, 2019","ich möchte eine Außenkamera installieren (Wansview)und werde zur Installation nach Passwort von Microsoft gefragt, ich habe meine Anmeldedaten komme aber nicht weiter ERROR 401, Auch das vorhandene Passwort zurücksetzen und ein neues erstellen hat funktioniert, wer kann helfen",0,true,"15 November, 2019",Hier ist Benutzer und Kennwort der Cam gefordert. Schau in das Handbuch.,0
c53a46aa697f455e9351d878e3eb1b44,39,"edge,Alle anderen Probleme,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/edge-ver-7001-windows-10-ver-1903-benachrichtigung/d8af7ea1-86fa-4c86-8c40-bf9886e5f1c1,de-de,Edge Ver. 70.0.1 - Windows 10 Ver. 1903 - Benachrichtigung von Webseiten löschen,JohannSchneider3,"9 November, 2019","Hallo,ich habe bei der Frage ob mir eine Webseite Benachrichtigungen senden darf versehentlich ""Ja"" angeklickt, jetzt öffnen sich bei jedem Klick auf dieser Seite mehrere Popups. Kann man das irgendwie wieder abstellen?GrußJ.Schneider",0,false,"10 November, 2019","Hallo Johann, ich bin etwas verwirt: Die aktuelle Version von Edge ist die 44.x. Falls die Betaversion des neuen Edge auf Chromium-Basis verwendest, ist die aktuellste Version die 79.x. In diesem Fall solltest du deinen Browser erst einmal aktualisieren.Zum Anliegen: Unter dem klassischen Edge gelangst du oben rechts über die drei Punkte in die Einstellungen. Dort gehst du auf Erweitert und unter Websiteberechtungungen auf Berechtigungen verwalten.Unter Edge auf Chromium-Basis gelangst du ebenfalls über die 3 Punkte in die Einstellungen. Dort hast du links die Option Websiteberechtigungen,Viele Grüße, Felix",0
d49450d0da9f4b56a4b3e897ae6fa3f1,85,"edge,Alle anderen Probleme,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/wie-kann-ich-micrsoft-edge-wieder-l%c3%b6schen/091bf259-70c2-49f8-ae7b-cf93fb12cd55,de-de,wie kann ich Micrsoft Edge wieder löschen,BrigitteSchütz,"2 November, 2019","Wer kann mir schreiben, wie ich dieses Programm wieder löschen kann",4,false,"2 November, 2019","Hallo Brigitte. Was ist der Grund für die Entfernung? Was möchten Sie konfigurieren? In der alten Version des Systems konnte dieses Programm gelöscht werden, jetzt funktioniert diese Methode nicht mehr. Es gibt Beschreibungen im Internet, aber alles funktioniert nur vorübergehend. Bei einem späteren Update wird das Programm erneut installiert.Sie müssen verstehen, dass das Programm Teil des Systems selbst ist. Geben Sie also an, womit es Sie stört.",0
bf0ef9225eee41019fd6046c5c542343,32,"edge,Alle anderen Probleme,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/browser-edge/f7e7b547-ca28-45b2-b18d-6a4607ef1397,de-de,Browser Edge,McJohann,"8 November, 2019",Im Online Banking Programm Finanzblick wird unter EDGE die Grafik zur Erzeugung einer Tan - Fototan - nicht angezeigt.Es erscheint nur ein schwarzes Rechteck mit weißem Kreuz.Mit dem Browser Chrom funktioniert das!Hat hier jemand für das Problem eine Lösung ?,0,false,"8 November, 2019","Schalte sämtliche Programme und Erweiterungen ab, die die Anzeige von Bildern verhindern können wollten (z.B. Adblocker). Ändert das nichts, deinstalliere sie.",0
12114f7b1e9e4f4cb4fca0c2e96e2403,49,"edge,Alle anderen Probleme,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/edge-ist-verschwunden/eb5b2df6-5a1b-46f8-8ed1-5805fb8c584a,de-de,Edge ist verschwunden,ChristinaEngels,"8 November, 2019","Auf einem Pc ist das Edge einfach verschwunden. Es besteht eine Internet Verbindung, aber man kann nicht hinein, da der Browser weg ist. Was kann man tun?- Edge hat hier ein eigenes Forum daher verschoben. Achte darauf wo du postest -",4,false,"8 November, 2019","Hallo Christina,von wo ist denn Edge genau verschwunden? Findest du den Browser, wenn du Edge in der Suche in der Taskleiste eingibst? Wird der Browser unter Einstellungen > Apps & Features angezeigt? Hast du Antivirensoftware eines Fremdanbieters installiert?Viele Grüße,Felix",0
6b090f929b40427ba62788fd0014e9c9,46,"edge,Öffnen des Browsers,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/autostart-edge-mit-bing/84a9f359-4115-405f-900c-20ffd927d9b6,de-de,autostart Edge mit Bing,Urs Winkler,"7 November, 2019","Edge: Beim aufstarten des PC's started autom, Edge mit Bing. Das nervt...",2,true,"7 November, 2019","Hallo Urs, ich bin ein unabhängiger Windows Experte mit jahrelanger Nutzer- und Supporterfahrung. Ich möchte ihnen gerne bei der Lösung ihres Problemes helfen.Öffnen sie den Taskmanager, navigieren sie in den Reiter Autostart und sehen sie nach ob Edge oder Bing hier eingetragen ist.Auch kann es sein dass eine andere Anwendung beim Start den Browser startet oder der Eintrag der für das Verhalten verantwortlich ist anderswo gespeichert ist.Wenn sie sich nicht sicher sind können sie Autoruns for Windows herunterladen. Dieses Programm listet alle Einträge für automatische Startvorgänge auf. https://docs.microsoft.com/de-de/sysinternals/d...Wenn ihnen damit geholfen werden konnte bitte markieren sie das Thema als gelöst.Gerne freue ich mich auch über Feedback. Wenn die Lösung nicht funktioniert oder sie weitere Hilfestellung mit der Umsetzung brauchen bitte antworten sie hier.mit freundlichen Grüßen F. Grobusch",1
4f04543fa4114678a7569bf1c3e5ca4c,39,"edge,Probleme mit der Website,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/edge-versucht-diese-website-zu-schlie%c3%9fen/82823ce0-a4be-435b-b7f9-ded17b2c469f,de-de,Edge versucht diese Website zu schließen,Upstalsboom,"15 Oktober, 2019","Seit Jahren nutze ich das eMail-Center von t-online. Beim Aufruf jetzt kommt immer der Hinweis ""Microsoft Edge versucht dieses Fenster zu schließen"". Ich komme über Haupt nicht mehr rein.Weiß jemand Rat?",0,false,"16 Oktober, 2019","Könntest du bitte die exakte Meldung, einschl. Titel und was da noch so textlich sein mag, mitteilen?Ansonsten erkundige dich bitte beim Anbieter, ob dein Einsprungspunkt, also die (uns unbekannte) Adresse, noch korrekt ist.",0
7d3df842c1a343cc80f660f6fdece5d6,80,"edge,PDF, EPUB und Lesen,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/pdf-au%c3%9ferhalb-edge-mit-adobe-acrobat/25d36575-2795-4dff-8f3a-b90eab761280,de-de,PDF außerhalb Edge mit Adobe Acrobat öffnen,Martin1312KR,"14 Oktober, 2019","Hallo zusammen,wie kann ich einstellen, das PDF Dateien, die über einen Link geöffnet werden, nicht mehr innerhalb des Browsers und mit Edge geöffnet werden, sondern außerhalb mit Adobe Acrobat, standartmäßig und dauerhaft?Da ich die PDF Dateien nicht nur lesen, sondern auch bearbeiten muss, kann ich mit Edge nichts anfangen, außerdem muss ich die Datei, wenn die innerhalb des Browsers geöffnet wird, ständig neu öffnen, da ich nur den Button Zurück in dem Programm habe und auch kein öffnen eines 2. Fensters zugelassen wird.",3,false,"14 Oktober, 2019",Das scheint in neueren Versionen von Windows 10 nicht mehr zu gehen. Du kannst auf den Beta-Channel der neuen Edge-Version umsteigen und dort den Download (statt Öffnen) einstellen.https://www.microsoftedgeinsider.com/de-de/Diese Version lässt sich produktiv gut benutzen.,0
6efbb224c1b04c1cbb809fe702672661,24,"edge,Alle anderen Probleme,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/hinweis-der-download-von-xxx-ist-abgeschlossen/ec6c3a26-55c6-4968-8ec5-fd1acf499379,de-de,"Hinweis ""Der Download von xxx ist abgeschlossen."" deaktivieren",allesgeheim,"12 Oktober, 2019","Hallo zusammen,das bekomme ich nach jedem fertigen Download, selbst wenn man während des Downloads den Fortschritt bereits weggeklickt hat:Jedesmal muss ich auf das Kreuz ganz rechts klicken, damit es verschwindet.Wie kann man es einrichten, dass dieses Fenster erst gar nicht erscheint?Schöne Grüße,allesgeheim",1,false,"13 Oktober, 2019",Das lässt sich nicht unterdrücken.,0
c20a5db013e541e694162b0fe46b68a8,156,"edge,Öffnen des Browsers,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/edge-msncom-l%c3%a4sst-sich-nicht-%c3%b6ffnen/0a701d64-f42a-4e88-b91d-2a4f0b1ead51,de-de,Edge- msn.com lässt sich nicht öffnen,BerndRoBa,"1 September, 2019","Auch nach ""reparieren"" und ""zurücksetzen"" weiterhin keine Verbindung möglich.Gleiches Problem beim download der Updates. Keine Verbindung zum Netz.Outlook und andere browser laufen fehlerfrei.",10,false,"1 September, 2019","Welche ""Updates""? Ist Windows Update gemeint? Dann schreib es doch bitte, und auch konkret, welche Updates.Falls ja, hat das Problem mit Edge nichts zu tun.Welche Sicherheitsprogramme, Tuningprogramme oder sog. Cleaner sind installiert?",0
0459668ddfab4b93a202cdb02f0c090b,22,"edge,Alle anderen Probleme,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/auslesen-von-kennw%c3%b6rtern-aus-microsoft-edge/bb20d914-17cd-4ad4-80dd-8610e4270fbf,de-de,Auslesen von Kennwörtern aus Microsoft Edge unter Windows 10 Mobile,DannyBartel,"10 Oktober, 2019","Hallo,ich möchte die Kennwörter aus Microsoft Edge unter Windows 10 Mobile auslesen/extrahieren, sie also sichtbar machen. Auch eine Portierung auf mein Surface Book wäre alternativ wünschenswert. Leider scheint ja die Kennwort-Synchronisierung nicht mehr zu funktionieren. Denn wenn ich die Daten unter Edge auf Surface Book hätte, dann könnte ich ja die Systemsteuerung verwenden, um die Kennwörter auszulesen. Weiß jemand eine Lösung? Vielen Dank im Voraus.",3,,,,
66fe5f9f6d794af1bf1c92ba3de6bb5b,31,"edge,Audio- und Videowiedergabe,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/edge-browser-meldung-dass-vollbildmodus/a69b93d6-b221-4c11-9614-eea2bdacb349,de-de,"Edge Browser: Meldung, dass Vollbildmodus eingeschaltet wurde",BertholdUhl,"10 Oktober, 2019","Diese Meldung nervt wirklich. Trotz Abschaltung sämtlicher Benachrichtigungen kommt die Meldung. Firefox und Chrome zeigen keine Meldung mehr an, jedoch nicht Edge.Was ist der Grund, dass Microsoft die Meldung nicht abschaltet? Technische Probleme kann ich mir nicht vorstellen! Microsoft treibt die Anwender damit zur Benutzung anderer Browser.",0,false,"10 Oktober, 2019",Trotz Abschaltung sämtlicher BenachrichtigungenSo eine Option gibt es im Edge gar nicht.Bitte beschreibe dein Problem erstmal. Ich sehe diese Meldung beim ersten Mal pro Website. Öfter nicht.Die Einstellung dafür ist über das Symbol i bzw. Schloss links in der Adressleiste zugänglich.Wird der Browserverlauf andauernd gelöscht?,0
7654f2bce9dc4d1195692c2efa68c179,14,"edge,Alle anderen Probleme,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/topseiten-wunschseite-eingeben/8475b968-cb96-4c82-968c-b0c0e48df18c,de-de,Topseiten Wunschseite eingeben,Kampfdose,"8 Oktober, 2019",Jedes mal wenn ich dort eine Wunschseite eingeben möchte ist sie nach kurzer Zeit gelöscht von selbst und dann Feld ist leer. Habe sogar Win 10 aufgesetzt aber trotzdem bleibt der Fehler. Woran liegt das ? Und könnt ihr da helfen?,0,true,"8 Oktober, 2019","Es liegt daran, dass du regelmäßig den Browserverlauf löschst bzw. löschen lässt.",1
fe33347ebb10486b8b01a9bf6efe9322,35,"edge,Probleme mit der Website,Windows 10",https://answers.microsoft.com/de-de/edge/forum/all/captchas-werden-nicht-angezeigt/7aadeeb7-e6bb-4131-9cfb-bdfadd8ff956,de-de,captchas werden nicht angezeigt,E-M1234567,"5 Oktober, 2019",Hallo liebes Windows Team. Manche Webseiten erwarten das Captchas bestätigt werden. Die Bilder werden bei mir nicht angezeigt. Was tun?,2,true,"6 Oktober, 2019","Also geht es gar nicht um ""manche"" Webseiten, sondern nur um eine? Diese Seite ist zumindest schlicht und einfach nur kaputt.Da wird versucht, irgendein Captcha Script zu laden, welches an der gewünschten Stelle nicht existiert. Daher gibts einen Fehler 404. Ich sehe auf der Seite daher auch mit keinem Browser ein Captcha. Mit dem Browser hat das an der Stelle nichts zu tun.",1
